flnatureza,dsdocumento,nmprimeiro,nmsegundo,dtregistro
2,54230945798752,Rafael,Medeiros,2014-09-11
2,57206671350043,Ana,Medeiros,2024-06-14
2,87742092273033,Marcos,Almeida,2025-05-06
1,12853048998,Helena,Moraes,2024-02-29
1,13248646417,Daniel,Souza,2013-06-23
1,04458834738,Isabela,Cardoso,2010-12-11
2,30589735018705,Fernanda,Almeida,2013-12-31
2,62333492432796,Sandra,Ferreira,2014-06-22
2,06055027721913,Sandra,Moreira,2025-05-27
1,73620113759,Daniel,Ribeiro,2021-08-23
2,62673680960993,Rafael,Costa,2006-04-15
2,26064732443618,Fernanda,Moraes,2013-10-08
2,41646893368936,Carlos,Souza,2008-01-17
1,57093706585,Daniel,Pereira,2011-09-14
2,75883978041547,Bruno,Dias,2016-10-20
2,54223052153489,Isabela,Pereira,2009-01-20
2,38632461432585,Isabela,Souza,2007-12-07
2,72410707523673,Fernanda,Medeiros,2022-08-27
1,96733451761,Vanessa,Ferreira,2024-07-11
2,36074333628545,Patrícia,Ferreira,2011-05-28
2,42031088048769,Luiz,Costa,2006-09-20
1,77208102288,Helena,Ribeiro,2020-12-30
1,78222761151,Luiz,Pereira,2010-10-03
2,24362166389704,Tiago,Oliveira,2017-05-09
2,94814510556824,Patrícia,Teixeira,2011-08-02
2,51807191410249,Fernanda,Pereira,2016-06-09
1,07509429469,Sandra,Ribeiro,2007-12-09
2,48585141219000,Eduardo,Ferreira,2008-10-16
1,16298969873,Karen,Dias,2021-08-07
2,16832695525874,Gabriel,Almeida,2012-06-05
2,03899012841785,Helena,Cardoso,2016-08-26
1,83332563257,Fernanda,Souza,2010-05-20
1,47468103527,Eduardo,Cardoso,2013-04-02
1,59102632655,Helena,Souza,2020-05-11
2,16496092038992,Natália,Martins,2021-03-22
2,57299918767852,João,Pereira,2013-05-15
1,62392419124,Eduardo,Gomes,2022-09-29
2,42395349589152,Luiz,Costa,2005-10-12
1,13483495224,Daniel,Gomes,2009-04-06
1,95083164212,Gabriel,Ribeiro,2019-04-11
1,55000314591,Luiz,Martins,2010-05-27
1,20201203002,João,Cardoso,2022-02-21
1,12053894120,João,Ferreira,2010-07-30
1,66909551536,Ana,Moreira,2021-12-07
2,97560284213425,Sandra,Ribeiro,2016-10-04
1,94836625274,Karen,Barbosa,2023-05-05
1,74314887982,Eduardo,Almeida,2007-07-12
2,46158469436152,Sandra,Azevedo,2016-04-29
2,22524632230638,Luiz,Almeida,2017-01-17
2,41932907815795,Natália,Medeiros,2024-11-11
2,98326945901496,Tiago,Gomes,2005-08-05
1,49755223002,Isabela,Lopes,2023-02-18
2,56401963613539,Karen,Teixeira,2025-05-14
2,37952865325960,Eduardo,Dias,2020-04-13
1,76762856308,Luiz,Dias,2022-11-30
1,86865831610,Gabriel,Pereira,2014-11-16
1,42976161596,Rafael,Souza,2025-01-21
1,49005417694,Luiz,Azevedo,2018-03-22
2,52997084073669,Gabriel,Dias,2010-07-28
2,76881115116114,Rafael,Martins,2008-06-17
2,86413855810871,Tiago,Moraes,2019-05-08
2,26345741316723,Patrícia,Souza,2013-02-12
2,67130864985283,Rafael,Medeiros,2024-09-03
1,07645818166,Bruno,Medeiros,2018-08-09
1,81236020113,Patrícia,Barbosa,2025-01-29
2,67954835026810,João,Lopes,2008-09-22
2,66822466746118,Natália,Souza,2005-05-27
2,12382156959699,Isabela,Souza,2021-04-22
1,35475623382,Marcos,Azevedo,2006-06-25
1,34201344345,Daniel,Moraes,2013-11-07
1,50672509403,Patrícia,Oliveira,2014-11-20
2,50122197904938,Helena,Martins,2007-08-05
1,86134431615,Carlos,Silva,2012-04-23
1,00687084152,Patrícia,Azevedo,2008-02-08
1,37296121729,Patrícia,Rocha,2020-01-31
2,83918496848266,Carlos,Lopes,2013-02-08
1,95724345710,Helena,Ferreira,2019-04-06
2,82288642128950,Sandra,Barbosa,2017-09-14
1,11252456507,Sandra,Oliveira,2010-12-03
2,76597367518430,Gabriel,Costa,2005-06-07
1,49473579430,João,Moraes,2018-04-24
2,54648230862136,Eduardo,Lopes,2016-12-28
2,07414075478904,Natália,Costa,2012-12-15
1,76582223391,Carlos,Moreira,2021-05-10
1,19142568702,Sandra,Almeida,2012-06-05
1,11289525755,Natália,Moreira,2017-04-03
1,22905344339,Eduardo,Lopes,2025-10-09
1,27297561471,Natália,Barbosa,2022-01-19
1,05545204839,Vanessa,Martins,2016-12-10
1,91965019070,Ana,Martins,2017-05-10
1,52910027624,Patrícia,Souza,2010-06-04
2,08415150343752,Vanessa,Ribeiro,2010-03-12
1,43780762559,Isabela,Ribeiro,2007-02-02
2,38117661985933,Eduardo,Ferreira,2010-03-04
2,42155725887163,Fernanda,Almeida,2018-05-28
1,75078510548,Luiz,Gomes,2010-04-20
2,90604573629725,Carlos,Moraes,2010-01-20
2,25263711099576,Karen,Azevedo,2007-05-01
2,21705719854650,Luiz,Lopes,2018-11-03
1,70611624545,Carlos,Rocha,2007-04-08
2,22352471726883,Helena,Teixeira,2010-12-21
2,63993667527651,Rafael,Pereira,2016-05-28
2,78247234116368,Bruno,Dias,2025-03-14
2,10121159685616,Natália,Ribeiro,2005-10-20
1,74607625866,Bruno,Gomes,2011-04-06
2,50525357106054,Isabela,Almeida,2015-11-23
2,34966959440966,Natália,Martins,2011-06-21
2,84908231217649,Carlos,Ribeiro,2005-02-25
1,23087356095,Fernanda,Moreira,2022-11-20
2,44550725615457,Fernanda,Costa,2021-05-30
1,68818130905,João,Ribeiro,2024-10-15
2,40506561593831,Daniel,Pereira,2007-04-01
1,17274888935,Helena,Teixeira,2015-10-17
2,65816952678007,Luiz,Moraes,2024-12-01
1,40643255974,Bruno,Barbosa,2021-04-23
1,86493360115,Isabela,Oliveira,2013-05-06
2,02725484829268,Carlos,Almeida,2007-08-27
2,51647301729565,Fernanda,Cardoso,2025-03-28
1,49531450051,Natália,Souza,2013-12-25
2,08681532763946,Fernanda,Teixeira,2012-03-31
2,60349737229939,Carlos,Moraes,2019-02-22
2,94864855911991,Patrícia,Gomes,2017-12-06
2,40599530297737,Otávio,Cardoso,2018-10-19
2,27753450232664,Marcos,Martins,2012-03-05
2,60774971121497,Helena,Cardoso,2007-10-10
2,56847983853492,Daniel,Moreira,2023-10-11
1,38301383027,Natália,Medeiros,2025-09-13
2,75568405376967,Vanessa,Cardoso,2022-07-14
1,97689470068,Tiago,Oliveira,2022-11-25
1,90513446066,Fernanda,Barbosa,2018-09-23
1,45037318927,Isabela,Almeida,2009-02-18
1,56650271844,João,Teixeira,2005-11-27
2,57017986150495,Gabriel,Martins,2016-07-17
2,49232224387841,Sandra,Azevedo,2015-06-16
1,90506949631,Tiago,Martins,2022-12-06
2,69824114229651,Marcos,Medeiros,2016-06-14
2,91424921041822,Patrícia,Silva,2008-03-20
1,57604313521,Natália,Gomes,2011-12-21
1,72678640112,Gabriel,Medeiros,2023-05-12
1,87861801498,Carlos,Ribeiro,2024-09-13
1,77467763187,Marcos,Teixeira,2006-12-11
2,56183809869485,Fernanda,Barbosa,2014-09-05
2,62360099581737,Marcos,Costa,2007-10-13
1,61956190423,Carlos,Souza,2022-11-12
1,05313373518,Carlos,Medeiros,2008-12-07
2,61562858037443,Helena,Silva,2012-01-14
1,86101729720,Fernanda,Pereira,2013-04-12
1,52590874741,Gabriel,Moraes,2024-09-18
2,48446664945916,Luiz,Gomes,2017-06-27
2,26648765513431,Vanessa,Oliveira,2016-10-11
1,30422238982,Rafael,Cardoso,2019-01-24
1,47358840706,Tiago,Ribeiro,2013-07-06
1,20744557683,Gabriel,Gomes,2017-12-22
1,72205237947,Fernanda,Oliveira,2006-11-07
2,14114140691416,Marcos,Barbosa,2011-02-06
1,65497690895,Fernanda,Barbosa,2024-11-07
1,53988999999,Carlos,Dias,2006-05-08
2,62147847154219,Bruno,Ferreira,2015-02-15
1,71821099988,Helena,Cardoso,2007-10-18
1,59618339401,Karen,Martins,2017-07-10
1,07507475259,Daniel,Moraes,2015-10-11
2,67695402742987,Karen,Moraes,2011-02-05
2,55875047774926,Marcos,Almeida,2012-02-04
1,97782121209,Marcos,Martins,2012-12-03
1,14796372285,Bruno,Ferreira,2024-09-16
1,40502643793,Patrícia,Ribeiro,2012-03-21
2,36035266021906,Bruno,Teixeira,2020-04-02
1,35427394849,Sandra,Silva,2019-10-23
2,74484972156480,Fernanda,Pereira,2011-09-19
2,27066185112462,Marcos,Cardoso,2014-11-24
2,41942370260484,Patrícia,Barbosa,2008-04-24
2,94126572562408,Tiago,Rocha,2007-05-19
1,99184361594,Tiago,Oliveira,2010-05-21
2,46685656882340,Eduardo,Oliveira,2005-01-01
2,91928108359593,Isabela,Almeida,2006-03-16
1,32449508013,João,Medeiros,2016-08-02
2,29661010704285,Marcos,Moraes,2021-08-27
2,13383833180596,João,Gomes,2020-11-09
2,79116167389597,Marcos,Cardoso,2007-07-29
1,41975728738,Luiz,Silva,2016-01-09
2,51166719581601,Ana,Pereira,2021-01-20
2,91687605458446,Natália,Silva,2021-06-03
2,79687324848952,João,Ribeiro,2006-12-17
2,36408575459757,Fernanda,Ferreira,2011-11-18
1,73685726164,Bruno,Rocha,2009-07-09
2,04665615806019,Carlos,Moreira,2016-08-20
1,66624960130,Isabela,Souza,2017-08-24
1,76401375204,Rafael,Silva,2006-10-27
1,31146331538,Natália,Souza,2011-09-23
2,44501367585655,Vanessa,Souza,2018-12-25
1,19593723682,Patrícia,Lopes,2005-12-26
2,62623628814182,Karen,Almeida,2024-02-27
1,65887552670,Fernanda,Ferreira,2011-09-05
1,73293685790,Gabriel,Azevedo,2016-12-10
2,67731143862802,Isabela,Teixeira,2013-12-23
2,11805562581277,Rafael,Costa,2016-10-23
1,63505354960,Bruno,Azevedo,2013-07-01
2,93265837405597,João,Martins,2025-04-24
1,21463355419,Luiz,Almeida,2017-12-25
1,95421302890,Patrícia,Gomes,2022-07-16
2,24364902977485,Tiago,Almeida,2019-04-21
1,04492709465,Carlos,Martins,2012-10-26
2,15963067389587,Daniel,Costa,2005-07-01
1,57982041275,Eduardo,Medeiros,2020-01-10
1,17337552965,João,Cardoso,2006-03-09
2,06707043902246,Marcos,Rocha,2009-07-31
2,75992013523384,João,Oliveira,2010-02-02
1,62051971443,Daniel,Oliveira,2024-12-25
2,73663105273957,Karen,Teixeira,2023-07-08
2,16929966819951,Tiago,Teixeira,2023-04-15
1,41998882732,Marcos,Almeida,2016-08-05
1,52818365276,Rafael,Cardoso,2005-10-24
2,27576502199701,Sandra,Barbosa,2017-12-23
1,19410463669,Eduardo,Pereira,2023-11-10
2,48760117167710,Gabriel,Costa,2019-04-25
1,38832299545,Rafael,Gomes,2024-04-15
2,08663486220741,Eduardo,Martins,2005-02-08
2,27922168395512,Otávio,Souza,2018-04-03
1,88090341632,Gabriel,Rocha,2016-02-21
2,02938409859653,Patrícia,Moraes,2012-03-14
1,74106264702,Patrícia,Azevedo,2010-09-05
1,09553535142,Eduardo,Ribeiro,2007-03-06
1,16017091481,Fernanda,Barbosa,2011-11-12
1,08962191174,Marcos,Cardoso,2017-01-16
1,23774344865,Gabriel,Almeida,2010-09-05
1,26458670539,Vanessa,Martins,2023-05-01
1,43651816940,Sandra,Dias,2005-09-29
2,72975199088406,Marcos,Ferreira,2011-08-12
1,51696212800,Bruno,Oliveira,2018-11-27
2,70388536453376,Gabriel,Costa,2006-04-05
1,98105402785,Gabriel,Lopes,2013-02-06
1,70723503320,Ana,Cardoso,2019-07-28
1,87349670326,Eduardo,Ribeiro,2021-09-21
1,82176642188,Otávio,Silva,2017-06-25
2,04356536363603,Otávio,Azevedo,2007-02-04
1,10141543382,Marcos,Silva,2010-01-17
2,02062027492003,Eduardo,Almeida,2012-11-04
1,32905063395,Helena,Moraes,2005-05-03
1,71174513807,Eduardo,Dias,2012-09-27
2,53449796007451,Bruno,Ribeiro,2013-10-27
2,94472855405886,Natália,Gomes,2010-08-20
1,62506999592,Vanessa,Souza,2023-06-22
1,61808244391,Fernanda,Dias,2025-01-03
2,48498142233095,Rafael,Almeida,2005-06-03
1,53618048173,Tiago,Moreira,2020-01-18
1,93135976423,Eduardo,Teixeira,2023-03-26
1,53129690490,Vanessa,Teixeira,2008-03-03
1,16579384015,Marcos,Teixeira,2023-05-07
1,18687833154,Luiz,Gomes,2023-12-15
1,44827680315,Vanessa,Barbosa,2025-01-12
2,53791610621527,Tiago,Medeiros,2013-07-11
1,85715815084,Otávio,Martins,2025-09-06
2,28204869772053,Rafael,Silva,2010-03-23
2,06976069806376,Luiz,Moreira,2015-09-23
1,16224265648,Helena,Pereira,2018-01-13
1,30301715406,Fernanda,Moraes,2016-05-29
1,81117020048,Gabriel,Costa,2020-02-23
1,74279131263,Bruno,Cardoso,2005-05-15
2,05663652612509,Ana,Rocha,2023-05-25
1,43963766266,Patrícia,Azevedo,2012-03-08
1,74224580514,Luiz,Costa,2023-06-23
1,21025847171,Natália,Rocha,2013-04-29
1,46251480901,João,Moreira,2014-02-15
1,70392492488,Tiago,Lopes,2018-08-01
1,31592467991,Marcos,Costa,2011-10-02
2,63595416984182,Helena,Souza,2019-04-10
1,74763099389,Tiago,Azevedo,2014-02-21
2,75555380776142,Tiago,Lopes,2016-05-10
1,86902601978,Natália,Silva,2007-04-20
1,15807792647,Rafael,Almeida,2021-04-15
2,93667940124413,João,Moreira,2019-10-14
2,82795612686197,Luiz,Souza,2018-09-18
1,21232765065,Marcos,Ferreira,2006-12-31
1,50435105915,Ana,Cardoso,2015-05-15
1,44346015091,Patrícia,Cardoso,2005-01-26
2,96799607277005,Marcos,Oliveira,2012-03-13
1,07253035274,Carlos,Cardoso,2008-01-26
2,74094573624219,Eduardo,Oliveira,2012-11-18
1,01694746763,Daniel,Ribeiro,2023-08-24
1,11776972773,Helena,Cardoso,2010-03-24
2,38197801254409,Gabriel,Pereira,2023-02-10
1,02240780025,Otávio,Azevedo,2017-04-28
1,08688257709,Patrícia,Dias,2009-09-19
2,75919518417585,Otávio,Moraes,2005-12-22
1,45884885160,Tiago,Oliveira,2009-09-26
1,91826696521,Sandra,Silva,2007-02-24
1,60792319508,Patrícia,Medeiros,2015-05-04
1,38210293602,Carlos,Almeida,2010-10-14
1,40165067660,Eduardo,Dias,2021-10-11
2,44718595965547,Gabriel,Ferreira,2010-12-12
1,41863468695,Eduardo,Ribeiro,2009-08-11
2,26329268358479,Helena,Teixeira,2015-06-11
1,13643126219,Daniel,Gomes,2020-08-11
2,48423624497706,Luiz,Costa,2024-05-14
1,85218980576,Fernanda,Oliveira,2023-06-16
2,46817357416500,Sandra,Teixeira,2012-09-15
2,10583586016731,Isabela,Medeiros,2010-06-12
2,25164013311779,Otávio,Martins,2017-09-24
2,87424568445725,Karen,Silva,2016-01-20
2,66654016159680,Natália,Silva,2009-04-20
1,67571368570,Isabela,Cardoso,2015-05-27
1,39909412344,Daniel,Ferreira,2007-03-13
2,65703135769397,Helena,Teixeira,2017-05-21
2,09947561312442,Karen,Rocha,2018-06-09
1,74431064107,Daniel,Silva,2010-02-03
1,64131924037,Daniel,Gomes,2014-10-09
1,18693787441,Carlos,Silva,2024-02-16
2,69592118299633,Bruno,Almeida,2024-08-14
2,92138529421145,Karen,Ferreira,2024-09-17
2,22848710778754,Helena,Lopes,2005-11-25
2,59585806595192,Bruno,Dias,2006-06-24
1,42973778288,Isabela,Almeida,2022-12-12
2,49859112576419,Fernanda,Gomes,2017-12-14
2,35396022223291,Luiz,Dias,2014-12-07
2,97753775506233,Marcos,Medeiros,2016-12-25
1,74948061930,Eduardo,Ferreira,2020-01-16
2,53784697856537,Luiz,Dias,2011-07-23
2,68060918492355,Natália,Costa,2016-07-26
1,23963148783,Gabriel,Almeida,2016-11-29
2,62201759157946,Tiago,Almeida,2017-11-26
1,85100096071,Karen,Lopes,2013-11-01
2,99868222100823,Karen,Medeiros,2023-06-30
1,54269520078,Rafael,Oliveira,2015-10-31
1,92493163729,Karen,Moraes,2023-03-06
1,14653455999,Isabela,Teixeira,2012-02-28
2,87344516875958,Patrícia,Medeiros,2019-05-20
2,85543603295151,Marcos,Cardoso,2025-08-11
2,97648617861690,Bruno,Ferreira,2005-02-08
2,02492487533555,Marcos,Lopes,2018-06-02
1,66129909128,Eduardo,Martins,2024-04-25
2,80761856671849,Rafael,Teixeira,2022-09-21
1,72990140829,Luiz,Ribeiro,2021-05-14
2,08216277079176,João,Silva,2014-10-21
1,66451657364,Ana,Medeiros,2021-06-20
1,80122052850,Vanessa,Pereira,2018-01-31
1,15809925676,Patrícia,Moraes,2025-03-30
2,23319856555623,Carlos,Moraes,2006-04-26
2,20654906539498,Helena,Silva,2022-11-07
2,82649544990117,Tiago,Gomes,2007-11-20
2,35096106097076,Eduardo,Costa,2023-03-23
1,60850162799,Daniel,Ferreira,2013-12-22
2,88286941754208,Bruno,Moreira,2008-04-11
1,64336058736,Vanessa,Pereira,2009-12-27
2,27459284071275,Isabela,Costa,2012-11-21
2,92067506347382,Helena,Ribeiro,2019-12-17
2,83350375824557,Bruno,Lopes,2009-09-14
2,79134115140811,Vanessa,Medeiros,2014-01-25
2,59612287202749,Gabriel,Silva,2012-05-04
2,00674777793352,João,Barbosa,2007-02-23
2,12415520737172,Karen,Dias,2022-04-06
1,84271594846,Rafael,Souza,2018-01-15
1,08780612161,Eduardo,Oliveira,2025-01-22
1,11964821318,Ana,Gomes,2017-01-13
2,82964941871863,Otávio,Cardoso,2023-06-04
2,86587544102595,Eduardo,Oliveira,2019-06-07
2,45957123092109,Sandra,Moraes,2006-11-11
2,87886360377853,Daniel,Silva,2006-12-01
2,54713648609558,João,Ribeiro,2020-12-19
1,04549833566,Eduardo,Almeida,2018-06-20
2,50906481480631,Eduardo,Gomes,2025-09-30
1,47585518916,Patrícia,Moreira,2024-11-05
1,70513331875,Daniel,Lopes,2019-08-09
2,76096226256938,Daniel,Gomes,2011-02-26
1,93394176063,Marcos,Moraes,2018-06-19
1,58862944833,Ana,Silva,2025-02-11
2,63069845528683,Marcos,Souza,2013-08-19
1,94542103816,Luiz,Rocha,2024-03-12
2,06154238718841,Fernanda,Oliveira,2007-02-01
1,00375253012,Ana,Oliveira,2019-03-04
1,65094408207,Otávio,Barbosa,2017-04-27
2,97513569211935,Karen,Pereira,2025-04-11
1,56910657396,Rafael,Lopes,2010-12-09
2,53762076994362,Carlos,Cardoso,2019-05-23
2,45181984065884,Rafael,Rocha,2025-10-14
1,72067018308,Ana,Barbosa,2013-11-23
2,43052638637057,Helena,Oliveira,2016-02-13
2,48908394708834,Fernanda,Ferreira,2015-08-15
2,03067077877204,Helena,Martins,2010-12-28
2,27321892940362,Sandra,Teixeira,2016-10-25
2,79878850579057,Patrícia,Pereira,2025-10-12
2,17926935379369,Bruno,Lopes,2010-05-28
2,50271235179039,Daniel,Silva,2017-12-09
2,74477890068509,Bruno,Ribeiro,2021-12-26
1,36186842772,Daniel,Costa,2022-10-20
2,96464525999308,Karen,Ferreira,2008-06-12
2,48767443605047,Luiz,Moreira,2008-08-20
2,93217991951698,Tiago,Barbosa,2021-06-15
2,33837407488661,Patrícia,Medeiros,2018-10-23
1,09318809538,Carlos,Dias,2020-11-13
1,48225566410,Helena,Medeiros,2005-03-31
2,86891895358499,Karen,Azevedo,2011-07-03
2,06337779535465,Gabriel,Oliveira,2008-11-29
2,14879180874722,Gabriel,Almeida,2005-03-18
2,75282078296227,Karen,Ferreira,2008-11-06
2,38824735531987,Tiago,Martins,2016-09-21
1,69769115392,Tiago,Souza,2008-04-02
1,93839009249,Isabela,Pereira,2025-09-03
2,97937843383916,Carlos,Cardoso,2017-02-03
2,49374223999228,Rafael,Lopes,2022-01-08
2,22524343684647,Tiago,Oliveira,2014-04-10
2,63045094287272,Luiz,Pereira,2008-12-29
2,50547942245969,Marcos,Moraes,2025-06-03
1,92307817211,Helena,Costa,2021-09-07
2,51923257191320,Daniel,Pereira,2019-11-24
1,67709841395,Gabriel,Silva,2006-10-25
2,99432860857644,Gabriel,Barbosa,2008-02-27
1,32566106736,Sandra,Oliveira,2022-12-16
2,42341128339732,Sandra,Gomes,2009-02-25
2,21107169506468,Otávio,Gomes,2016-10-15
1,20006609944,Natália,Martins,2020-01-13
2,93838282846384,Patrícia,Costa,2015-03-01
2,68878965013848,Otávio,Silva,2012-03-04
2,85757778022255,Helena,Gomes,2018-07-11
2,47224648145183,Tiago,Teixeira,2015-09-23
2,63976053371303,Sandra,Ribeiro,2013-02-03
1,12312745320,Daniel,Lopes,2008-07-27
2,21607173768549,Bruno,Barbosa,2010-03-10
2,19478937454359,Vanessa,Gomes,2012-04-21
1,31720816669,Luiz,Barbosa,2010-12-30
1,56184089023,Marcos,Rocha,2018-01-19
1,06093681054,Karen,Barbosa,2021-08-01
1,07792469511,Karen,Gomes,2009-10-27
2,63100702096091,Fernanda,Silva,2012-12-20
1,06202484640,Isabela,Dias,2008-07-21
1,79681590717,Tiago,Moreira,2017-11-16
1,47427405580,Daniel,Silva,2005-12-13
2,97772141399037,Rafael,Costa,2015-11-19
1,69881597065,Natália,Teixeira,2013-08-18
1,98829078650,Eduardo,Barbosa,2008-11-11
1,05827671067,Otávio,Dias,2006-05-09
2,48575532824251,Fernanda,Costa,2024-04-29
1,87953738458,Helena,Azevedo,2015-10-29
2,29041881189471,Natália,Costa,2019-06-06
1,70454437238,Helena,Almeida,2012-10-29
2,35006810437061,Natália,Souza,2018-09-21
1,73007573546,Fernanda,Souza,2010-05-29
2,34397384561721,Tiago,Teixeira,2009-01-27
2,62654278385707,Carlos,Teixeira,2022-08-07
1,42438436690,João,Martins,2017-12-18
1,59064895486,Marcos,Ferreira,2022-12-14
1,06558102820,Sandra,Ribeiro,2024-08-10
1,07785127883,Gabriel,Silva,2014-02-01
2,83269873917200,Bruno,Martins,2005-08-23
2,42911934406305,Gabriel,Moreira,2009-04-08
1,23024598686,Rafael,Medeiros,2025-05-06
1,15765587702,Fernanda,Martins,2016-06-21
2,75021050797592,Luiz,Azevedo,2007-12-01
1,84927865771,Ana,Silva,2015-08-20
2,45805516877178,Marcos,Silva,2008-08-26
2,40817956092515,Sandra,Lopes,2021-06-29
2,19385008083516,Rafael,Dias,2014-12-11
1,22254891852,Otávio,Silva,2020-09-08
2,07316799088091,Bruno,Rocha,2011-07-05
2,41107132413752,Vanessa,Teixeira,2018-09-02
1,89217351345,Fernanda,Cardoso,2012-05-09
2,96726349355346,Marcos,Moraes,2012-06-19
1,21806926860,João,Costa,2016-11-16
1,40381706606,Luiz,Ribeiro,2019-10-01
2,31969308688629,João,Costa,2018-12-18
2,75553647490173,Ana,Azevedo,2017-07-10
2,31627846841746,Marcos,Ferreira,2023-04-09
1,51076947455,Tiago,Pereira,2015-12-12
1,56904350111,Ana,Azevedo,2017-08-01
2,47026118140501,Marcos,Barbosa,2007-08-28
1,28920893370,Rafael,Souza,2021-04-10
2,76534919950717,Otávio,Teixeira,2008-04-05
2,12206595994971,Marcos,Lopes,2025-12-07
2,59389127013649,Karen,Silva,2019-03-01
1,54746316920,Karen,Oliveira,2015-05-18
2,69924613103520,Marcos,Gomes,2021-01-20
2,21737057688709,Vanessa,Lopes,2015-11-28
1,13139208025,Eduardo,Pereira,2015-02-13
2,96489147015391,Natália,Dias,2014-03-07
1,86711936518,Vanessa,Pereira,2021-02-05
1,49369697585,Tiago,Teixeira,2019-01-20
2,36966407071958,Bruno,Ferreira,2011-12-05
1,18075772619,Gabriel,Gomes,2008-03-11
1,40751749354,Isabela,Rocha,2019-06-12
2,01222686458475,João,Teixeira,2018-02-11
2,14406951651116,Patrícia,Ribeiro,2019-10-28
2,88416319613084,Eduardo,Cardoso,2012-07-16
2,19876292407578,Isabela,Oliveira,2013-09-11
2,89826916593546,Carlos,Martins,2020-08-24
2,26997411969636,Isabela,Rocha,2008-07-10
1,45001529130,Isabela,Medeiros,2023-01-21
1,44614514878,Carlos,Moraes,2020-09-19
2,42609613896965,Patrícia,Pereira,2008-10-25
2,88618318211433,Ana,Teixeira,2019-02-10
1,70947614168,Fernanda,Silva,2024-12-07
1,06231891369,Fernanda,Silva,2021-06-07
2,23801231906949,Otávio,Lopes,2012-12-15
2,10541158952372,Vanessa,Almeida,2008-10-29
1,06762861256,Carlos,Moraes,2018-01-19
2,99912812140099,Otávio,Souza,2005-07-17
2,54963116493403,Bruno,Ferreira,2012-06-21
2,25883423689764,Tiago,Cardoso,2016-03-09
2,13821017676301,Eduardo,Teixeira,2009-08-24
1,39409626087,Marcos,Almeida,2019-10-13
1,82909516508,Bruno,Martins,2015-11-11
1,71421076248,Ana,Ribeiro,2006-03-11
2,55864557624955,Otávio,Oliveira,2017-11-08
2,20158172838606,João,Medeiros,2009-06-10
2,47550405437726,Sandra,Teixeira,2006-05-06
1,78689930923,Isabela,Moreira,2008-09-16
1,60339398134,Gabriel,Gomes,2015-01-02
2,56272336553500,Ana,Gomes,2021-04-29
2,09193188069366,Rafael,Gomes,2007-03-30
2,82071109472778,Patrícia,Medeiros,2010-05-05
1,50983711972,Ana,Martins,2011-02-12
1,25086919385,Patrícia,Pereira,2025-10-16
2,78026540614078,Sandra,Silva,2017-07-14
1,48950405067,Gabriel,Almeida,2015-10-30
1,89025159499,Carlos,Souza,2016-08-21
2,20663135553065,Otávio,Teixeira,2005-09-20
1,41000968140,Isabela,Lopes,2020-08-24
1,44634134851,Rafael,Moreira,2012-09-12
2,23864852881815,Tiago,Gomes,2014-08-09
1,42833359378,Eduardo,Ferreira,2009-11-17
1,81116125424,Eduardo,Gomes,2006-06-25
2,32575048656172,Natália,Ferreira,2016-04-17
2,14874037277880,Gabriel,Moreira,2012-08-27
2,98911207443819,Fernanda,Pereira,2018-02-28
2,07308428101439,Karen,Gomes,2011-03-03
1,85659507597,João,Azevedo,2013-04-03
1,89738445205,Daniel,Ferreira,2024-09-21
